customerid,recency,frequency,monetary,Cluster3,Cluster4,Cluster,ClusterLabel
15764,88,6,3279.97,2,0,0,Potential Customers
17723,127,6,3276.4,2,0,0,Potential Customers
13952,217,2,3251.0700000000006,1,2,2,Lost Customers
13047,31,10,3237.54,2,0,0,Potential Customers
15443,1,7,3236.909999999999,2,0,0,Potential Customers
17050,96,6,3228.8399999999992,2,0,0,Potential Customers
14175,59,3,3222.300000000001,2,0,0,Potential Customers
13880,21,13,3219.7700000000004,2,0,0,Potential Customers
13268,17,11,3214.6899999999982,2,0,0,Potential Customers
14388,10,8,3212.840000000004,2,0,0,Potential Customers
16107,17,7,3204.1599999999994,2,0,0,Potential Customers
17220,24,14,3198.2500000000023,2,0,0,Potential Customers
13868,7,2,3192.54,2,0,0,Potential Customers
17685,16,7,3191.53,2,0,0,Potential Customers
13758,11,7,3190.550000000001,2,0,0,Potential Customers
14844,63,4,3189.8099999999986,2,0,0,Potential Customers
12456,44,3,3181.0399999999977,2,0,0,Potential Customers
17672,50,2,3178.169999999997,2,0,0,Potential Customers
17231,12,10,3174.320000000002,2,0,0,Potential Customers
16837,31,11,3170.980000000001,2,0,0,Potential Customers
16041,30,3,3166.4,2,0,0,Potential Customers
15861,12,8,3165.360000000002,2,0,0,Potential Customers
17863,59,6,3159.9999999999995,2,0,0,Potential Customers
15065,37,4,3158.130000000001,2,0,0,Potential Customers
14235,75,5,3144.859999999999,2,0,0,Potential Customers
13742,16,12,3131.019999999999,2,0,0,Potential Customers
16156,8,9,3122.0400000000013,2,0,0,Potential Customers
13685,2,7,3119.4400000000014,2,0,0,Potential Customers
16326,5,14,3110.960000000004,2,0,0,Potential Customers
16678,2,12,3109.9900000000007,2,0,0,Potential Customers
13869,123,4,3104.9500000000003,2,0,0,Potential Customers
14099,16,11,3104.17,2,0,0,Potential Customers
16905,5,7,3102.4300000000003,2,0,0,Potential Customers
15491,95,6,3100.0900000000006,2,0,0,Potential Customers
14257,64,5,3099.72,2,0,0,Potential Customers
14565,95,4,3099.1200000000003,2,0,0,Potential Customers
13135,196,1,3096.0,1,2,2,Lost Customers
17059,29,5,3095.0400000000004,2,0,0,Potential Customers
13362,9,4,3090.739999999999,2,0,0,Potential Customers
15998,36,5,3089.9700000000003,2,0,0,Potential Customers
16218,29,7,3084.680000000001,2,0,0,Potential Customers
18272,2,6,3078.5800000000004,2,0,0,Potential Customers
12910,23,8,3075.0400000000013,2,0,0,Potential Customers
13631,99,11,3070.42,2,0,0,Potential Customers
16686,47,7,3062.83,2,0,0,Potential Customers
14456,5,9,3062.399999999999,2,0,0,Potential Customers
17799,22,10,3055.9299999999976,2,0,0,Potential Customers
16940,52,3,3049.880000000002,2,0,0,Potential Customers
16393,2,13,3046.2100000000014,2,0,0,Potential Customers
16709,84,5,3029.8700000000003,2,0,0,Potential Customers
12598,9,8,3023.0799999999986,2,0,0,Potential Customers
12395,19,12,3018.6299999999983,2,0,0,Potential Customers
18094,81,7,3017.2999999999997,2,0,0,Potential Customers
12754,235,3,3010.7400000000016,1,2,2,Lost Customers
12916,138,4,3006.1500000000005,2,0,0,Potential Customers
15521,40,8,3000.2000000000007,2,0,0,Potential Customers
17659,17,12,2999.460000000001,2,0,0,Potential Customers
17504,206,9,2997.0300000000007,1,2,2,Lost Customers
12670,10,5,2996.05,2,0,0,Potential Customers
14307,88,6,2995.72,2,0,0,Potential Customers
15687,8,9,2993.0999999999995,2,0,0,Potential Customers
14639,52,6,2984.490000000002,2,0,0,Potential Customers
13451,26,5,2976.149999999998,2,0,0,Potential Customers
14032,2,11,2975.5900000000006,2,0,0,Potential Customers
15854,4,12,2974.6499999999974,2,0,0,Potential Customers
16497,49,6,2965.690000000001,2,0,0,Potential Customers
17924,11,7,2962.5,2,0,0,Potential Customers
14868,3,8,2953.5900000000024,2,0,0,Potential Customers
17084,35,2,2949.750000000001,2,0,0,Potential Customers
17444,147,3,2940.0399999999986,1,0,0,Potential Customers
16316,64,8,2938.910000000001,2,0,0,Potential Customers
14530,25,6,2925.9100000000017,2,0,0,Potential Customers
17512,28,10,2924.9900000000007,2,0,0,Potential Customers
15606,61,9,2920.1600000000003,2,0,0,Potential Customers
12906,11,5,2919.8099999999995,2,0,0,Potential Customers
14112,22,7,2915.149999999999,2,0,0,Potential Customers
12438,14,2,2906.85,2,0,0,Potential Customers
17644,1,11,2895.6399999999994,2,0,0,Potential Customers
18144,7,12,2888.750000000001,2,0,0,Potential Customers
12408,32,5,2888.550000000001,2,0,0,Potential Customers
13735,24,4,2885.239999999997,2,0,0,Potential Customers
16633,17,6,2883.1000000000004,2,0,0,Potential Customers
15673,88,4,2881.0200000000013,2,0,0,Potential Customers
14251,1,5,2879.7,2,0,0,Potential Customers
17728,3,3,2876.010000000002,2,0,0,Potential Customers
14005,9,5,2874.720000000001,2,0,0,Potential Customers
15628,4,9,2870.24,2,0,0,Potential Customers
14711,10,11,2868.799999999997,2,0,0,Potential Customers
13901,72,5,2867.2,2,0,0,Potential Customers
14535,60,3,2864.190000000004,2,0,0,Potential Customers
12685,28,6,2863.080000000001,2,0,0,Potential Customers
18145,12,4,2861.5500000000006,2,0,0,Potential Customers
16928,80,17,2847.599999999998,2,3,3,Loyal Customers
15984,2,10,2837.6700000000005,2,0,0,Potential Customers
14852,58,6,2836.689999999998,2,0,0,Potential Customers
14572,3,7,2832.840000000001,2,0,0,Potential Customers
17596,23,7,2827.929999999998,2,0,0,Potential Customers
14842,43,4,2824.69,2,0,0,Potential Customers
13174,16,3,2817.03,2,0,0,Potential Customers
16871,22,6,2812.34,2,0,0,Potential Customers
12356,22,3,2811.4300000000007,2,0,0,Potential Customers
14903,21,5,2810.63,2,0,0,Potential Customers
18230,9,7,2810.2,2,0,0,Potential Customers
13230,4,14,2806.970000000001,2,0,0,Potential Customers
16081,56,5,2806.9000000000005,2,0,0,Potential Customers
16764,3,13,2799.2500000000027,2,0,0,Potential Customers
15993,8,7,2797.5700000000006,2,0,0,Potential Customers
13769,2,10,2796.51,2,0,0,Potential Customers
12578,21,2,2794.510000000001,2,0,0,Potential Customers
12758,116,2,2791.59,2,0,0,Potential Customers
17739,11,7,2791.35,2,0,0,Potential Customers
14626,23,4,2791.269999999999,2,0,0,Potential Customers
17213,40,7,2781.229999999999,2,0,0,Potential Customers
12388,15,6,2780.6600000000008,2,0,0,Potential Customers
14121,3,4,2780.1500000000005,2,0,0,Potential Customers
17838,26,5,2779.299999999999,2,0,0,Potential Customers
13870,2,8,2770.940000000001,2,0,0,Potential Customers
15356,31,10,2766.5,2,0,0,Potential Customers
15114,30,10,2760.559999999998,2,0,0,Potential Customers
14854,78,7,2759.8300000000004,2,0,0,Potential Customers
13971,18,8,2758.26,2,0,0,Potential Customers
15321,70,3,2748.3100000000004,2,0,0,Potential Customers
12669,150,3,2744.03,1,2,2,Lost Customers
14808,39,8,2741.1699999999987,2,0,0,Potential Customers
14125,10,3,2740.430000000001,2,0,0,Potential Customers
15696,33,8,2736.4600000000005,2,0,0,Potential Customers
16938,8,4,2736.3800000000024,2,0,0,Potential Customers
16003,29,5,2735.3700000000003,2,0,0,Potential Customers
12840,143,4,2726.769999999999,2,0,0,Potential Customers
12380,21,4,2724.8099999999995,2,0,0,Potential Customers
12708,29,10,2712.9100000000008,2,0,0,Potential Customers
15796,1,8,2711.56,2,0,0,Potential Customers
17069,28,9,2709.7000000000003,2,0,0,Potential Customers
13285,23,4,2709.1199999999994,2,0,0,Potential Customers
13654,43,6,2707.3299999999977,2,0,0,Potential Customers
14107,51,7,2703.2300000000005,2,0,0,Potential Customers
14732,8,8,2702.49,2,0,0,Potential Customers
18097,7,6,2697.8000000000006,2,0,0,Potential Customers
17386,7,6,2686.42,2,0,0,Potential Customers
12625,211,2,2683.819999999999,1,2,2,Lost Customers
17346,3,15,2676.5600000000004,2,3,3,Loyal Customers
13883,10,5,2674.48,2,0,0,Potential Customers
14713,9,11,2666.3599999999988,2,0,0,Potential Customers
12360,52,3,2662.0600000000004,2,0,0,Potential Customers
14439,319,1,2661.2400000000007,1,2,2,Lost Customers
15671,18,7,2657.130000000001,2,0,0,Potential Customers
12721,31,6,2656.130000000001,2,0,0,Potential Customers
13851,95,3,2651.46,2,0,0,Potential Customers
16618,31,5,2647.5900000000006,2,0,0,Potential Customers
18260,172,6,2643.2000000000007,1,2,2,Lost Customers
13658,9,5,2639.1700000000037,2,0,0,Potential Customers
17655,10,7,2638.940000000002,2,0,0,Potential Customers
15752,39,7,2637.3800000000024,2,0,0,Potential Customers
13804,30,7,2635.7900000000004,2,0,0,Potential Customers
13771,64,4,2634.450000000001,2,0,0,Potential Customers
12520,79,5,2634.26,2,0,0,Potential Customers
17402,4,13,2633.85,2,0,0,Potential Customers
18077,8,11,2633.0099999999984,2,0,0,Potential Customers
13422,64,1,2626.3,2,0,0,Potential Customers
13644,16,4,2624.2600000000007,2,0,0,Potential Customers
17965,37,14,2622.569999999997,2,0,0,Potential Customers
18210,1,6,2621.38,2,0,0,Potential Customers
16255,16,8,2619.91,2,0,0,Potential Customers
14262,8,8,2618.2300000000014,2,0,0,Potential Customers
13021,4,9,2616.38,2,0,0,Potential Customers
15782,9,3,2614.74,2,0,0,Potential Customers
14397,2,19,2612.96,2,3,3,Loyal Customers
12836,59,4,2612.859999999999,2,0,0,Potential Customers
18075,23,10,2611.7500000000005,2,0,0,Potential Customers
12726,28,7,2609.1,2,0,0,Potential Customers
16241,9,13,2607.8700000000063,2,0,0,Potential Customers
13136,56,5,2607.6100000000006,2,0,0,Potential Customers
14408,10,7,2606.53,2,0,0,Potential Customers
13983,29,12,2603.43,2,0,0,Potential Customers
17317,46,3,2600.34,2,0,0,Potential Customers
12600,28,10,2599.0400000000004,2,0,0,Potential Customers
16919,156,11,2596.45,2,0,0,Potential Customers
13895,28,4,2593.0699999999997,2,0,0,Potential Customers
14243,8,10,2588.7699999999986,2,0,0,Potential Customers
15033,4,10,2586.6700000000005,2,0,0,Potential Customers
13911,57,9,2580.9100000000008,2,0,0,Potential Customers
14546,5,5,2578.090000000003,2,0,0,Potential Customers
16912,28,11,2575.380000000001,2,0,0,Potential Customers
15485,30,3,2575.0000000000005,2,0,0,Potential Customers
18245,7,7,2567.0599999999986,2,0,0,Potential Customers
16308,37,4,2560.0,2,0,0,Potential Customers
15572,4,7,2552.86,2,0,0,Potential Customers
14334,16,8,2552.2100000000005,2,0,0,Potential Customers
14701,10,9,2549.369999999999,2,0,0,Potential Customers
14676,31,6,2548.24,2,0,0,Potential Customers
13344,67,3,2543.720000000001,2,0,0,Potential Customers
14776,51,11,2538.2999999999997,2,0,0,Potential Customers
17700,16,4,2534.6399999999994,2,0,0,Potential Customers
13471,1,4,2531.5800000000004,2,0,0,Potential Customers
14659,8,9,2529.9300000000007,2,0,0,Potential Customers
17314,24,8,2527.9200000000005,2,0,0,Potential Customers
13975,31,6,2526.279999999999,2,0,0,Potential Customers
17449,2,7,2520.86,2,0,0,Potential Customers
13394,1,8,2520.019999999998,2,0,0,Potential Customers
15245,134,3,2515.840000000001,2,0,0,Potential Customers
15271,7,15,2507.0700000000024,2,3,3,Loyal Customers
12352,36,8,2506.0400000000013,2,0,0,Potential Customers
13695,31,15,2504.1299999999987,2,3,3,Loyal Customers
12517,28,5,2502.84,2,0,0,Potential Customers
15932,4,8,2495.870000000001,2,0,0,Potential Customers
16477,63,7,2494.46,2,0,0,Potential Customers
12483,17,8,2484.9800000000014,2,0,0,Potential Customers
12913,4,5,2483.63,2,0,0,Potential Customers
16710,19,10,2483.0399999999986,2,0,0,Potential Customers
14315,44,6,2481.129999999999,2,0,0,Potential Customers
13507,3,4,2479.159999999999,2,0,0,Potential Customers
13588,15,9,2478.9499999999985,2,0,0,Potential Customers
17682,10,6,2474.33,2,0,0,Potential Customers
17188,11,7,2474.23,2,0,0,Potential Customers
14766,8,6,2473.3700000000003,2,0,0,Potential Customers
14502,19,11,2470.67,2,0,0,Potential Customers
17164,32,7,2467.3500000000004,2,0,0,Potential Customers
12455,73,6,2466.859999999997,2,0,0,Potential Customers
15750,2,8,2465.479999999999,2,0,0,Potential Customers
17131,5,5,2463.17,2,0,0,Potential Customers
13784,9,11,2462.79,2,0,0,Potential Customers
15674,73,5,2446.6000000000017,2,0,0,Potential Customers
14163,87,4,2445.9100000000008,2,0,0,Potential Customers
15527,18,8,2429.7799999999997,2,0,0,Potential Customers
17071,28,9,2429.03,2,0,0,Potential Customers
13949,2,6,2427.319999999997,2,0,0,Potential Customers
16143,3,6,2424.94,2,0,0,Potential Customers
17722,96,4,2424.039999999999,2,0,0,Potential Customers
15089,10,6,2420.840000000002,2,0,0,Potential Customers
15373,8,12,2415.9100000000008,2,0,0,Potential Customers
12397,35,2,2409.899999999999,2,0,0,Potential Customers
17589,60,4,2404.170000000001,2,0,0,Potential Customers
15980,88,3,2398.86,2,0,0,Potential Customers
18065,5,14,2392.8300000000004,2,0,0,Potential Customers
13141,84,5,2388.7499999999995,2,0,0,Potential Customers
15370,40,7,2386.0500000000006,2,0,0,Potential Customers
17530,1,10,2385.000000000001,2,0,0,Potential Customers
14493,7,5,2383.24,2,0,0,Potential Customers
14554,10,4,2381.04,2,0,0,Potential Customers
14239,43,11,2380.8500000000004,2,0,0,Potential Customers
15270,15,7,2379.49,2,0,0,Potential Customers
13722,131,3,2375.4100000000008,2,0,0,Potential Customers
17434,2,7,2373.8200000000006,2,0,0,Potential Customers
14930,108,3,2372.860000000001,2,0,0,Potential Customers
13908,79,4,2369.55,2,0,0,Potential Customers
15755,10,6,2364.2500000000014,2,0,0,Potential Customers
12457,66,7,2363.23,2,0,0,Potential Customers
17634,36,9,2361.9700000000034,2,0,0,Potential Customers
14030,18,8,2360.09,2,0,0,Potential Customers
14440,8,5,2357.6800000000003,2,0,0,Potential Customers
15140,52,7,2354.2500000000005,2,0,0,Potential Customers
14309,8,9,2352.53,2,0,0,Potential Customers
12704,7,8,2340.8399999999992,2,0,0,Potential Customers
18259,24,3,2338.600000000001,2,0,0,Potential Customers
12584,3,9,2338.15,2,0,0,Potential Customers
18257,39,8,2337.63,2,0,0,Potential Customers
17954,5,12,2332.7200000000007,2,0,0,Potential Customers
15281,58,9,2332.15,2,0,0,Potential Customers
12782,4,5,2330.920000000001,2,0,0,Potential Customers
15785,32,5,2328.9700000000007,2,0,0,Potential Customers
17313,31,1,2328.84,2,0,0,Potential Customers
17744,3,6,2322.399999999999,2,0,0,Potential Customers
17211,26,8,2317.22,2,0,0,Potential Customers
14290,11,5,2314.65,2,0,0,Potential Customers
15365,25,7,2314.32,2,0,0,Potential Customers
13994,3,6,2313.1400000000003,2,0,0,Potential Customers
13704,5,9,2308.0599999999986,2,0,0,Potential Customers
15288,43,5,2306.519999999999,2,0,0,Potential Customers
16735,78,5,2300.5599999999995,2,0,0,Potential Customers
16550,108,5,2298.97,2,0,0,Potential Customers
15105,18,7,2298.930000000001,2,0,0,Potential Customers
13115,11,4,2294.78,2,0,0,Potential Customers
15704,140,4,2293.6200000000003,2,0,0,Potential Customers
12615,2,4,2291.1900000000005,2,0,0,Potential Customers
13527,33,7,2287.51,2,0,0,Potential Customers
17696,38,8,2285.7100000000005,2,0,0,Potential Customers
12684,7,7,2283.629999999999,2,0,0,Potential Customers
16782,10,13,2279.9,2,0,0,Potential Customers
13317,66,6,2273.6800000000003,2,0,0,Potential Customers
17768,8,3,2273.18,2,0,0,Potential Customers
14466,29,7,2272.4000000000005,2,0,0,Potential Customers
13700,26,10,2265.119999999999,2,0,0,Potential Customers
16057,16,7,2263.120000000001,2,0,0,Potential Customers
16209,88,5,2262.6199999999994,2,0,0,Potential Customers
14432,9,6,2255.509999999998,2,0,0,Potential Customers
16293,21,10,2248.99,2,0,0,Potential Customers
17442,36,6,2248.560000000001,2,0,0,Potential Customers
15235,217,12,2247.5100000000007,1,2,2,Lost Customers
16771,33,5,2246.8100000000013,2,0,0,Potential Customers
15665,168,2,2242.01,1,2,2,Lost Customers
14211,53,9,2241.1,2,0,0,Potential Customers
16743,29,7,2238.0900000000006,2,0,0,Potential Customers
14560,7,22,2237.770000000001,2,3,3,Loyal Customers
14700,32,3,2235.2999999999997,2,0,0,Potential Customers
16076,3,10,2234.729999999999,2,0,0,Potential Customers
15834,70,4,2233.749999999999,2,0,0,Potential Customers
18242,72,4,2232.49,2,0,0,Potential Customers
14226,28,5,2232.1900000000005,2,0,0,Potential Customers
14825,3,12,2226.909999999999,2,0,0,Potential Customers
17591,73,7,2225.97,2,0,0,Potential Customers
12783,2,6,2225.9100000000003,2,0,0,Potential Customers
13365,33,2,2225.3700000000017,2,0,0,Potential Customers
15722,35,5,2222.56,2,0,0,Potential Customers
15811,22,6,2218.6199999999985,2,0,0,Potential Customers
12876,57,2,2218.019999999999,2,0,0,Potential Customers
12653,148,2,2209.85,1,2,2,Lost Customers
13862,18,8,2209.3600000000006,2,0,0,Potential Customers
15797,113,4,2207.4,2,0,0,Potential Customers
15179,18,5,2206.9500000000003,2,0,0,Potential Customers
13831,16,6,2202.99,2,0,0,Potential Customers
17406,333,3,2200.42,1,2,2,Lost Customers
15123,7,2,2199.309999999998,2,0,0,Potential Customers
16628,29,5,2188.05,2,0,0,Potential Customers
15394,9,4,2183.5399999999995,2,0,0,Potential Customers
14341,45,8,2182.2799999999997,2,0,0,Potential Customers
12856,7,6,2179.930000000002,2,0,0,Potential Customers
12909,39,5,2178.67,2,0,0,Potential Customers
12501,336,1,2169.389999999999,1,2,2,Lost Customers
12633,58,4,2163.979999999999,2,0,0,Potential Customers
13755,3,9,2161.3500000000013,2,0,0,Potential Customers
12935,2,7,2160.7,2,0,0,Potential Customers
16456,99,5,2158.37,2,0,0,Potential Customers
14407,107,6,2157.73,2,0,0,Potential Customers
16379,4,4,2157.4,2,0,0,Potential Customers
13224,60,2,2155.9500000000003,2,0,0,Potential Customers
16966,8,7,2154.9700000000003,2,0,0,Potential Customers
17272,42,4,2148.630000000001,2,0,0,Potential Customers
14828,196,3,2139.76,1,2,2,Lost Customers
12560,5,3,2134.01,2,0,0,Potential Customers
17400,126,5,2129.960000000002,2,0,0,Potential Customers
13517,59,3,2128.42,2,0,0,Potential Customers
14360,31,4,2128.23,2,0,0,Potential Customers
16407,12,10,2126.9300000000007,2,0,0,Potential Customers
14640,24,6,2125.0799999999995,2,0,0,Potential Customers
15058,25,11,2124.9900000000016,2,0,0,Potential Customers
13632,24,5,2121.27,2,0,0,Potential Customers
18061,21,10,2119.4099999999994,2,0,0,Potential Customers
18008,70,9,2116.19,2,0,0,Potential Customers
14691,30,5,2114.33,2,0,0,Potential Customers
13265,53,5,2107.6600000000003,2,0,0,Potential Customers
18173,86,4,2106.84,2,0,0,Potential Customers
18093,93,4,2106.5199999999995,2,0,0,Potential Customers
14461,148,3,2103.0600000000004,1,2,2,Lost Customers
14515,17,6,2102.09,2,0,0,Potential Customers
17861,3,8,2100.8,2,0,0,Potential Customers
15815,63,5,2100.6,2,0,0,Potential Customers
13126,4,8,2099.6400000000003,2,0,0,Potential Customers
12610,22,5,2099.540000000001,2,0,0,Potential Customers
16875,67,5,2095.5300000000007,2,0,0,Potential Customers
17191,28,7,2095.130000000001,2,0,0,Potential Customers
18283,3,16,2094.8800000000024,2,3,3,Loyal Customers
14306,51,2,2093.32,2,0,0,Potential Customers
13571,12,12,2092.3200000000006,2,0,0,Potential Customers
17490,0,7,2092.32,2,0,0,Potential Customers
13297,7,4,2089.85,2,0,0,Potential Customers
18044,4,10,2088.6,2,0,0,Potential Customers
14810,40,11,2087.88,2,0,0,Potential Customers
16954,0,9,2085.0800000000004,2,0,0,Potential Customers
18231,192,5,2083.2700000000013,1,2,2,Lost Customers
14696,4,7,2078.95,2,0,0,Potential Customers
14209,10,6,2073.43,2,0,0,Potential Customers
18241,9,17,2073.090000000001,2,3,3,Loyal Customers
18219,2,10,2069.7700000000004,2,0,0,Potential Customers
14482,18,6,2068.150000000001,2,0,0,Potential Customers
12948,16,7,2064.9500000000003,2,0,0,Potential Customers
12928,35,5,2062.7,2,0,0,Potential Customers
16281,72,1,2062.06,2,0,0,Potential Customers
14409,71,6,2059.45,2,0,0,Potential Customers
12518,0,5,2056.8899999999994,2,0,0,Potential Customers
17667,66,5,2055.51,2,0,0,Potential Customers
14188,30,6,2054.36,2,0,0,Potential Customers
